"Value","Std.Error","DF","t-value","p-value","term","lower","upper"
83.7040528096911,1.62852512683974,677,51.3986867197587,6.86946329077558e-236,"(Intercept)",80.5064856667513,86.9016199526308
-1.63427701565185,0.245604838802517,677,-6.65409127776153,5.88690724465719e-11,"time",-2.11651579094538,-1.15203824035833
0.220947535187622,0.0588173879397032,677,3.75650029569703,0.000187144747583988,"I(time^2)",0.105461108843988,0.336433961531255
