"Value","Std.Error","DF","t-value","p-value","term"
68.5641972334158,1.25042628804655,570,54.8326581813379,1.76172110722635e-229,"(Intercept)"
-0.374336702362728,0.175711929973972,570,-2.1304000383934,0.0335661156483028,"time"
28.345226429906,1.76051175872396,105,16.100560697448,4.0074029340192e-30,"baseline_groupHigh"
-0.558710497104338,0.250948670605261,570,-2.22639353201907,0.0263778993037203,"time:baseline_groupHigh"
